anio;region_sanitaria;municipio_id;municipio_nombre;establecimiento_id;establecimiento_nombre;dependencia;consultas_odontologicas;consultas_medicas;consultas_paramedicas;interconsultas;egresos;dias_camas_disponible;promedio_camas_disponibles;pacientes_dias;porcentaje_ocupacion;dias_estadia;promedio_dias_estadia;defunciones;giro_de_camas;tasa_mortalidad_hospitalaria
2006;VI;060274;Florencio Varela;;Dirección de Medicina Preventiva Tránsito;Municipal;0;16239;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060274;Florencio Varela;;Centro Estimulación y Aprendizaje Temprano;Municipal;0;6182;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060274;Florencio Varela;;Servicio de Emergencias Médicas;Municipal;0;13049;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060274;Florencio Varela;;Centro de Salud Los Tronquitos;Municipal;0;7358;466;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060274;Florencio Varela;;Unidad Sanitaria Móvil;Municipal;0;11905;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Hospital Local General de Agudos Dr. A. Melo;Provincial;7675;43668;8408;715;637;5360;15;3059;57;2664;4;10;43;2
2006;VI;060434;Lanús;;Hospital Zonal Especializado en Oncología;Provincial;0;11886;0;0;655;6098;17;2913;48;2881;4;118;39;18
2006;VI;060434;Lanús;;Hospital Zonal General de Agudos Narciso Lopez;Provincial;6408;168564;18552;0;6497;47113;129;28652;61;31504;5;217;50;3
2006;VI;060434;Lanús;;Hospital Interzonal General de Agudos Evita;Provincial;37860;440859;32683;30011;12656;110001;301;97003;88;101904;8;601;42;5
2006;VI;060434;Lanús;;Centro de Salud Nº 2;Municipal;0;1981;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 10;Municipal;0;4314;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Va. Jardín;Municipal;3229;32838;2981;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Hospital de Niños L. A. Máspero;Municipal;0;21872;494;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 17;Municipal;1083;7177;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Dr. A. Illia;Municipal;1338;10218;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 27;Municipal;800;6661;93;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Zoonosis;Municipal;0;2301;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria de Medicina Preventiva;Municipal;5190;46813;5621;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Dr. N. Natiello;Municipal;3829;36198;1817;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 39;Municipal;3321;14284;1671;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 9;Municipal;422;2922;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 31;Municipal;5759;64551;926;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Nº 12;Municipal;1659;5326;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Valentín Alsina;Municipal;7839;71055;4024;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 4;Municipal;2038;8671;1347;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 37;Municipal;0;2663;2;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Lanús Oeste;Municipal;5926;37037;2799;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria General San Martín;Municipal;4365;39718;1525;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 6;Municipal;0;810;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria N° 46;Municipal;2357;15709;827;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Ramón Carrillo;Municipal;830;8923;8162;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Odontológica A. M. Gandulfo;Municipal;8546;0;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Nº 43;Municipal;0;10312;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 14;Municipal;2580;11895;2175;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 16;Municipal;1820;2432;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 19;Municipal;0;1344;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 45;Municipal;0;7183;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nro. 48;Municipal;0;5104;420;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Nº 46;Municipal;0;1487;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 20;Municipal;0;4431;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 18;Municipal;0;10026;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria Nº 24;Municipal;1267;8435;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria 1º de Mayo;Municipal;3314;68535;508;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Dción. de Jardines y Escuelas Mater. Escuela Nº 9;Municipal;141;0;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Dto. Cent. Asist. Psicop. 6 de Julio;Municipal;0;3473;11359;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Unidad Sanitaria N° 28;Municipal;0;1696;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Sociedad de Fomento Villa Industrial;Municipal;0;1434;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Campomar;Municipal;0;2337;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Villa Constitución;Municipal;0;3572;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Palacio Municipal;Municipal;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Dirección del Discapacitado;Municipal;0;1327;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Bomberos Lanús Oeste;Municipal;0;1529;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Trailler Villa Higueritas;Municipal;0;11622;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud La Maquinita;Municipal;0;1205;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Trailler Eden Argentino;Municipal;0;4588;687;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Nueva Higuerita;Municipal;0;1801;383;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060434;Lanús;;Centro de Salud Villa Barceló;Municipal;0;1888;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Hospital Interzonal Gral de Agudos Luisa C. de Gandulfo;Provincial;24973;231813;8100;43767;7840;48458;133;42715;88;40506;5;406;59;5
2006;VI;060490;Lomas de Zamora;;Hospital Interz E.C.Dr.José A. Estevez;Provincial;2583;18516;5240;0;2306;382543;1048;350134;92;461960;200;62;2;3
2006;VI;060490;Lomas de Zamora;;Hospital Local Materno Infantil Dr. Oscar Alende;Municipal;12211;135159;9419;483;2839;27708;76;8403;30;8458;3;47;37;2
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Lavallol;Municipal;9270;45138;5143;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Dr. Gregorio A. Alfaro;Municipal;0;49479;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Barrio San José;Municipal;0;13167;1964;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria La Perla;Municipal;0;11944;3332;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Instituto de Odontología Infantil;Municipal;48902;0;1836;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria A. Fonrouge;Municipal;5215;36676;2122;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Va. Independencia;Municipal;4717;40704;3868;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Vicente López;Municipal;0;11292;1245;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Mariano Moreno;Municipal;0;19785;1241;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Dr. M. J. Oliveras;Municipal;6441;38083;3930;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Nº 17;Municipal;5383;20022;2756;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Sta. Marta;Municipal;6834;59356;4255;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Centro de Zoonosis;Municipal;0;2439;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Provincias Unidas;Municipal;0;13326;1143;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Va. General San Martín;Municipal;6578;23105;2743;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria General Lamadrid;Municipal;4954;58191;4342;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Nº 16;Municipal;5869;37353;2923;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Dr. E. Finochietto;Municipal;7592;55488;4265;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Luis Agote;Municipal;0;21933;2330;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Dr. R. Carrillo;Municipal;0;20799;3400;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Va. Albertina;Municipal;3937;14114;879;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Va. El Faro;Municipal;0;15228;1319;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Las Casuarinas;Municipal;3091;12502;1790;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Equipo Móvil Nº 3;Municipal;0;10385;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Equipo Móvil Nº 4;Municipal;2693;18438;1963;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria La Salud como Derecho;Municipal;0;6669;717;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Salón Usos Múltiples;Municipal;0;6750;468;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Centro Odontológico Escuela Nº 67;Municipal;2336;0;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Eva Perón;Municipal;4310;15893;1758;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Dción. de Salud Escolar;Municipal;26862;30845;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Escuela Nº 17;Municipal;6532;0;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Bartolomé Mitre;Municipal;6122;9140;97;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria 19 de Diciembre;Municipal;0;18206;1705;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Primerosperidad;Municipal;0;8512;997;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria 10 de Abril;Municipal;0;3602;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Posta Sanitaria 2 de Abril;Municipal;0;5759;290;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Santa Catalina;Municipal;0;11034;513;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Villa Urbana;Municipal;4612;10278;810;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Sta. Rosa;Municipal;0;8102;810;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Solidaridad;Municipal;0;10159;2045;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Posta 25 de Mayo;Municipal;0;13835;514;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Villa Benques;Municipal;7069;31543;1857;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria Dr. F. C. Payas;Municipal;0;7240;834;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Medicina Preventiva;Municipal;0;6815;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Unidad Sanitaria La Cortada;Municipal;0;11176;592;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060490;Lomas de Zamora;;Trailler Pediatrico Lomas de Zamora;Municipal;28708;13199;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Hospital Zonal General de Agudos Dr. I. Iriarte;Provincial;7838;240255;9026;13584;8935;58349;160;49742;85;48367;5;385;56;4
2006;VI;060658;Quilmes;;Hospital Subzonal Especializado Materno Infantil S. F. Solano;Municipal;0;221281;17995;0;3380;22263;61;11832;53;11887;4;27;55;1
2006;VI;060658;Quilmes;;Unidad Sanitaria Bernal Oeste;Municipal;3164;8041;1415;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria N° 9;Municipal;5035;7168;312;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Los Fresnos;Municipal;6038;3171;200;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Va. Alcira;Municipal;2367;8101;584;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Nº 2;Municipal;4045;6588;406;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria N°3;Municipal;1993;22784;4105;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Nº 7;Municipal;1628;8220;519;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Paroissien;Municipal;3429;7077;638;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Instituto de Salud y Medicina Preventiva;Municipal;22516;128578;9088;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Cañada Gaete;Municipal;1992;4122;238;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Barrio La Paz;Municipal;4680;12221;1421;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Dr. Houssay;Municipal;2808;8838;4182;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Antártida Argentina;Municipal;3122;9624;448;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Villa Azul;Municipal;591;7563;1145;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Los Eucaliptus;Municipal;4029;15068;2946;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria 25 de Mayo;Municipal;3946;24884;1532;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria La Primavera;Municipal;4800;11100;3471;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria La Florida;Municipal;2917;13055;954;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Va. Itatí II;Municipal;3020;16551;634;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria San Martín;Municipal;595;5656;1866;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Va. Augusta;Municipal;473;714;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Dreymar;Municipal;0;4584;1255;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Instituto Municipal de Salud Pública S. F. Solano;Municipal;15383;0;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria 2 de Abril;Municipal;3326;5485;900;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Va. del Carmen;Municipal;0;3252;191;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria 8 de Octubre II;Municipal;0;2995;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Centro Radioenlace para Emergencias Médicas;Municipal;0;10290;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Centro Municipal Antirrábico;Municipal;0;4454;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Alicia Franco;Municipal;0;4072;428;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Monteverde;Municipal;0;3573;1066;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;División Médica Polideportivo Municipal;Municipal;0;732;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria 8 de Octubre I;Municipal;0;5264;968;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria La Sarita;Municipal;0;596;485;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria El Hornero;Municipal;0;3611;559;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria La Vera;Municipal;0;6851;517;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Equipo Móvil;Municipal;194;7493;347;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Eva Perón;Municipal;0;8047;1555;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Posta Sanitaria Municipal Quilmes General Belgrano;Municipal;1986;6604;0;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Primer Centro Rehab. Discapacit.;Municipal;0;163;2001;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria 2 Avenidas;Municipal;0;5462;240;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Centro Asistencial Municipal Don Bosco;Municipal;3961;40375;5477;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Sala de Primeros Auxilios Islas Malvinas;Municipal;0;2982;287;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria La Loma;Municipal;0;2597;688;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria Arturo Illia;Municipal;1859;17037;734;0;0;0;0;0;0;0;0;0;0;0
2006;VI;060658;Quilmes;;Unidad Sanitaria René Favaloro;Municipal;0;5605;583;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060329;General Las Heras;;Hospital Local Dr. Pedro Arozarena;Municipal;903;46428;2819;0;660;12060;36;6579;55;3467;5;32;18;5
2006;VII;060329;General Las Heras;;Hogar de Ancianos San Martin de Porres;Municipal;0;0;0;0;0;12410;34;12410;100;0;0;0;0;0
2006;VII;060329;General Las Heras;;Unidad Sanitaria Plomers;Municipal;0;8811;36;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060329;General Las Heras;;Unidad Sanitaria Villars;Municipal;0;16275;104;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060329;General Las Heras;;Sala de Primeros Auxilios 8 de diciembre;Municipal;0;321;54;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060329;General Las Heras;;Unidad Sanitaria La Choza;Municipal;0;9878;34;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Hospital Interzonal General de Ag. Vte. Lopez y Planes;Provincial;9652;244549;14078;1706;10911;133992;367;86791;65;102949;9;282;30;3
2006;VII;060364;General Rodríguez;;Sala de Medicina General Nº 7;Municipal;2135;23809;1076;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 4;Municipal;0;6108;322;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria N° 3;Municipal;0;4866;79;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 2;Municipal;2214;5015;2646;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 5;Municipal;0;3390;380;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 1;Municipal;0;4925;325;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 6;Municipal;0;4818;1275;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria N°7;Municipal;1066;4186;379;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Mi Rincón;Municipal;0;2667;0;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria N°5;Municipal;0;5604;1335;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad Sanitaria Nº 10;Municipal;0;1643;0;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad de Atención Primaria Nº 11;Municipal;0;2036;0;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad de Atención Primaria Nº 12;Municipal;0;3640;956;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad de Atención Primaria Nº 13;Municipal;0;3825;243;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Unidad de Atención Primaria N° 14;Municipal;0;4470;0;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060364;General Rodríguez;;Centro de Salud N` 15;Municipal;0;3298;554;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Hospital Atención Primaria San Bernardino;Municipal;9772;259744;68690;0;3651;11302;31;7633;68;8848;2;17;118;1
2006;VII;060408;Hurlingham;;Unidad Sanitaria Willams Morris;Municipal;295;20051;1597;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria San Damián y Morris;Municipal;0;14799;0;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria Barrio Libertador;Municipal;0;6614;344;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria Stolbizer;Municipal;0;10585;717;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria Bmé. Mitre;Municipal;126;12944;1821;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria San J. Obrero;Municipal;1367;13381;1443;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria 2 de Junio;Municipal;0;15256;2264;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria 2 de Abril;Municipal;0;8189;849;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Unidad Sanitaria Eva Perón;Municipal;0;9682;947;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060408;Hurlingham;;Centro de Salud 21 de Agosto;Municipal;0;9403;1619;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Hospital Atención Primaria Ituzaingó;Municipal;5549;118060;2280;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria González Otharán;Municipal;1367;28316;3650;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria 17 de Octubre;Municipal;0;13323;1278;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria Va. Las Naciones;Municipal;0;1091;5190;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria San Alberto;Municipal;1354;16055;546;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria Ituzaingó Sur;Municipal;0;12578;1102;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Unidad Sanitaria V. Angela;Municipal;1017;7721;3005;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;CEMETRI;Municipal;0;1312;5479;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060410;Ituzaingó;;Centro de Atención de la Tercera Edad;Municipal;0;8055;1037;0;0;0;0;0;0;0;0;0;0;0
2006;VII;060427;La Matanza;;Hospital Interzonal General de Agudos Dr. Paroissien;Provincial;13020;262076;24431;22804;11885;108079;296;73181;68;71786;6;439;40;4
